model,reasoning_type,complexity,run,question_id,is_correct,score,tokens
gpt_5_mini,conflicting,4,3,q_183171,True,1.0,3625.0
gpt_5_mini,conflicting,4,3,q_850359,True,1.0,3615.0
gpt_5_mini,conflicting,4,3,q_883159,True,1.0,3865.0
gpt_5_mini,conflicting,4,3,q_662973,False,0.0,4361.0
gpt_5_mini,conflicting,4,3,q_100757,False,0.0,4388.0
gpt_5_mini,conflicting,4,3,q_549637,True,1.0,5466.0
gpt_5_mini,conflicting,4,3,q_826096,True,1.0,5596.0
gpt_5_mini,conflicting,4,3,q_534834,False,0.0,
gemini_2_0_flash,multihop,2,1,q_327208,True,1.0,2096.0
gemini_2_0_flash,multihop,2,1,q_986362,True,1.0,2129.0
gemini_2_0_flash,multihop,2,1,q_648931,True,1.0,2366.0
gemini_2_0_flash,multihop,2,1,q_619868,True,1.0,2586.0
gemini_2_0_flash,multihop,2,1,q_921620,True,1.0,2699.0
gemini_2_0_flash,multihop,2,1,q_404139,False,0.0,2842.0
gemini_2_0_flash,multihop,2,1,q_782242,True,1.0,2962.0
gemini_2_0_flash,multihop,2,1,q_942912,True,1.0,2745.0
gemini_2_0_flash,multihop,2,1,q_809401,False,1.0,10227.0
gemini_2_0_flash,multihop,2,1,q_378073,False,0.0,10200.0
gemini_2_0_flash,multihop,2,2,q_823798,True,1.0,1128.0
gemini_2_0_flash,multihop,2,2,q_332261,True,1.0,1218.0
gemini_2_0_flash,multihop,2,2,q_845797,False,0.0,1306.0
gemini_2_0_flash,multihop,2,2,q_899577,True,1.0,1428.0
gemini_2_0_flash,multihop,2,2,q_264873,True,1.0,1420.0
gemini_2_0_flash,multihop,2,2,q_474168,True,1.0,1573.0
gemini_2_0_flash,multihop,2,2,q_822987,True,1.0,1625.0
gemini_2_0_flash,multihop,2,2,q_165693,True,1.0,1623.0
gemini_2_0_flash,multihop,2,2,q_352253,False,0.0,1798.0
gemini_2_0_flash,multihop,2,2,q_468744,False,0.0,9187.0
gemini_2_0_flash,multihop,2,3,q_476218,True,1.0,2312.0
gemini_2_0_flash,multihop,2,3,q_422113,True,1.0,2381.0
gemini_2_0_flash,multihop,2,3,q_668322,False,0.0,2403.0
gemini_2_0_flash,multihop,2,3,q_311817,True,1.0,2764.0
gemini_2_0_flash,multihop,2,3,q_154389,True,1.0,2668.0
gemini_2_0_flash,multihop,2,3,q_456014,True,1.0,2729.0
gemini_2_0_flash,multihop,2,3,q_276905,True,1.0,2922.0
gemini_2_0_flash,multihop,2,3,q_273960,False,0.0,2872.0
gemini_2_0_flash,multihop,2,3,q_702979,True,1.0,2810.0
gemini_2_0_flash,multihop,2,3,q_691332,True,1.0,3206.0
gemini_2_0_flash,multihop,3,1,q_696500,True,1.0,9862.0
gemini_2_0_flash,multihop,3,1,q_949179,False,0.0,9924.0
gemini_2_0_flash,multihop,3,1,q_110447,True,1.0,9937.0
gemini_2_0_flash,multihop,3,1,q_656389,False,0.5,10016.0
gemini_2_0_flash,multihop,3,1,q_928183,True,1.0,9963.0
gemini_2_0_flash,multihop,3,1,q_718331,True,1.0,10334.0
gemini_2_0_flash,multihop,3,1,q_949742,False,0.0,10257.0
gemini_2_0_flash,multihop,3,1,q_970394,False,0.0,10623.0
gemini_2_0_flash,multihop,3,1,q_711435,False,0.0,17978.0
gemini_2_0_flash,multihop,3,1,q_171433,True,1.0,18010.0
gemini_2_0_flash,multihop,3,2,q_356683,True,1.0,8669.0
gemini_2_0_flash,multihop,3,2,q_705550,False,0.5,8765.0
gemini_2_0_flash,multihop,3,2,q_620975,True,1.0,8926.0
gemini_2_0_flash,multihop,3,2,q_407914,True,1.0,9372.0
gemini_2_0_flash,multihop,3,2,q_645447,True,1.0,9400.0
gemini_2_0_flash,multihop,3,2,q_238241,True,1.0,9230.0
gemini_2_0_flash,multihop,3,2,q_656667,False,0.0,9605.0
gemini_2_0_flash,multihop,3,2,q_772039,True,1.0,9748.0
gemini_2_0_flash,multihop,3,2,q_236270,True,1.0,9833.0
gemini_2_0_flash,multihop,3,2,q_136638,False,0.0,16772.0
gemini_2_0_flash,multihop,3,3,q_151997,True,1.0,7487.0
gemini_2_0_flash,multihop,3,3,q_987193,False,0.0,7665.0
gemini_2_0_flash,multihop,3,3,q_142070,True,1.0,7949.0
gemini_2_0_flash,multihop,3,3,q_247843,False,0.0,8273.0
gemini_2_0_flash,multihop,3,3,q_225196,True,1.0,8485.0
gemini_2_0_flash,multihop,3,3,q_761818,False,0.0,10130.0
gemini_2_0_flash,multihop,3,3,q_847630,False,0.0,11950.0
gemini_2_0_flash,multihop,3,3,q_232217,False,0.0,15547.0
gemini_2_0_flash,multihop,3,3,q_147200,False,0.0,15580.0
gemini_2_0_flash,multihop,3,3,q_145687,False,0.0,15576.0
gemini_2_0_flash,multihop,1,1,q_167167,True,1.0,650.0
gemini_2_0_flash,multihop,1,1,q_383626,True,1.0,697.0
gemini_2_0_flash,multihop,1,1,q_564488,True,1.0,843.0
gemini_2_0_flash,multihop,1,2,q_234862,True,1.0,726.0
gemini_2_0_flash,multihop,1,2,q_528251,True,1.0,724.0
gemini_2_0_flash,multihop,1,2,q_323749,True,1.0,817.0
gemini_2_0_flash,multihop,1,3,q_803302,True,1.0,798.0
gemini_2_0_flash,multihop,1,3,q_686839,True,1.0,791.0
gemini_2_0_flash,multihop,1,3,q_292391,True,1.0,820.0
gemini_2_0_flash,multihop,1,3,q_680902,True,1.0,816.0
gemini_2_0_flash,multihop,1,3,q_683282,True,1.0,818.0
gemini_2_0_flash,multihop,1,3,q_730503,True,1.0,877.0
gemini_2_0_flash,multihop,1,3,q_475291,True,1.0,844.0
gemini_2_0_flash,multihop,1,3,q_893805,True,1.0,893.0
gemini_2_0_flash,multihop,1,3,q_274616,True,1.0,959.0
gemini_2_0_flash,multihop,1,3,q_253883,True,1.0,1004.0
gemini_2_0_flash,multihop,4,1,q_786396,False,0.0,26849.0
gemini_2_0_flash,multihop,4,1,q_780685,True,1.0,26877.0
gemini_2_0_flash,multihop,4,1,q_626920,True,1.0,26896.0
gemini_2_0_flash,multihop,4,1,q_932696,False,0.0,27070.0
gemini_2_0_flash,multihop,4,1,q_241793,True,1.0,27213.0
gemini_2_0_flash,multihop,4,1,q_670884,True,1.0,27183.0
gemini_2_0_flash,multihop,4,1,q_503690,True,1.0,27746.0
gemini_2_0_flash,multihop,4,1,q_117572,False,0.0,34988.0
gemini_2_0_flash,multihop,4,1,q_941497,False,0.0,34955.0
gemini_2_0_flash,multihop,4,1,q_644645,False,0.0,34988.0
gemini_2_0_flash,multihop,4,2,q_450525,True,1.0,17823.0
gemini_2_0_flash,multihop,4,2,q_243014,False,0.0,17919.0
gemini_2_0_flash,multihop,4,2,q_638331,False,0.0,17874.0
gemini_2_0_flash,multihop,4,2,q_386560,True,1.0,17865.0
gemini_2_0_flash,multihop,4,2,q_941258,False,0.0,18224.0
gemini_2_0_flash,multihop,4,2,q_963388,False,0.0,18560.0
gemini_2_0_flash,multihop,4,2,q_713951,False,0.5,18824.0
gemini_2_0_flash,multihop,4,2,q_721809,False,0.0,18879.0
gemini_2_0_flash,multihop,4,2,q_439336,False,0.0,19880.0
gemini_2_0_flash,multihop,4,2,q_454279,False,0.0,25890.0
gemini_2_0_flash,multihop,4,3,q_525142,False,0.0,30798.0
gemini_2_0_flash,multihop,4,3,q_100612,False,0.0,30912.0
gemini_2_0_flash,multihop,4,3,q_726917,True,1.0,30882.0
gemini_2_0_flash,multihop,4,3,q_273439,True,1.0,31574.0
gemini_2_0_flash,multihop,4,3,q_982362,False,0.0,38849.0
gemini_2_0_flash,multihop,4,3,q_637950,False,0.6666666666666666,38876.0
gemini_2_0_flash,multihop,4,3,q_778850,False,0.0,38881.0
gemini_2_0_flash,multihop,4,3,q_885910,False,1.0,38876.0
gemini_2_0_flash,multihop,4,3,q_608862,False,1.0,38879.0
gemini_2_0_flash,multihop,4,3,q_144829,True,1.0,38880.0
gemini_2_0_flash,hierarchical,2,1,q_901266,True,1.0,748.0
gemini_2_0_flash,hierarchical,2,1,q_664453,True,1.0,773.0
gemini_2_0_flash,hierarchical,2,1,q_390877,True,1.0,768.0
gemini_2_0_flash,hierarchical,2,1,q_904893,True,1.0,783.0
gemini_2_0_flash,hierarchical,2,1,q_770896,False,0.0,777.0
gemini_2_0_flash,hierarchical,2,1,q_184621,False,0.0,785.0
gemini_2_0_flash,hierarchical,2,1,q_712590,True,1.0,758.0
gemini_2_0_flash,hierarchical,2,1,q_322710,True,1.0,874.0
gemini_2_0_flash,hierarchical,2,1,q_275237,True,1.0,837.0
gemini_2_0_flash,hierarchical,2,1,q_705693,False,0.0,829.0
gemini_2_0_flash,hierarchical,2,2,q_757781,True,1.0,555.0
gemini_2_0_flash,hierarchical,2,2,q_993314,True,1.0,590.0
gemini_2_0_flash,hierarchical,2,2,q_700008,True,1.0,602.0
gemini_2_0_flash,hierarchical,2,2,q_274008,True,1.0,602.0
gemini_2_0_flash,hierarchical,2,2,q_531167,True,1.0,587.0
gemini_2_0_flash,hierarchical,2,2,q_642240,True,1.0,582.0
gemini_2_0_flash,hierarchical,2,2,q_871434,True,1.0,618.0
gemini_2_0_flash,hierarchical,2,2,q_316392,True,1.0,661.0
gemini_2_0_flash,hierarchical,2,2,q_478914,True,1.0,594.0
gemini_2_0_flash,hierarchical,2,2,q_429016,True,1.0,660.0
gemini_2_0_flash,hierarchical,2,3,q_190862,True,1.0,607.0
gemini_2_0_flash,hierarchical,2,3,q_514106,True,1.0,598.0
gemini_2_0_flash,hierarchical,2,3,q_585598,True,1.0,591.0
gemini_2_0_flash,hierarchical,2,3,q_884440,True,1.0,601.0
gemini_2_0_flash,hierarchical,2,3,q_730919,True,1.0,626.0
gemini_2_0_flash,hierarchical,2,3,q_485687,True,1.0,640.0
gemini_2_0_flash,hierarchical,2,3,q_588605,True,1.0,638.0
gemini_2_0_flash,hierarchical,2,3,q_994582,True,1.0,669.0
gemini_2_0_flash,hierarchical,2,3,q_544245,False,0.0,649.0
gemini_2_0_flash,hierarchical,2,3,q_396279,False,0.0,758.0
gemini_2_0_flash,hierarchical,3,1,q_625450,True,1.0,847.0
gemini_2_0_flash,hierarchical,3,1,q_525098,True,1.0,899.0
gemini_2_0_flash,hierarchical,3,1,q_405713,True,1.0,880.0
gemini_2_0_flash,hierarchical,3,1,q_940613,True,1.0,893.0
gemini_2_0_flash,hierarchical,3,1,q_542854,True,1.0,872.0
gemini_2_0_flash,hierarchical,3,1,q_666755,True,1.0,890.0
gemini_2_0_flash,hierarchical,3,1,q_208020,True,1.0,887.0
gemini_2_0_flash,hierarchical,3,1,q_797357,True,1.0,911.0
gemini_2_0_flash,hierarchical,3,1,q_719006,False,0.0,912.0
gemini_2_0_flash,hierarchical,3,1,q_470401,False,0.0,974.0
gemini_2_0_flash,hierarchical,3,2,q_133184,True,1.0,806.0
gemini_2_0_flash,hierarchical,3,2,q_402275,True,1.0,831.0
gemini_2_0_flash,hierarchical,3,2,q_186882,True,1.0,836.0
gemini_2_0_flash,hierarchical,3,2,q_724762,True,1.0,818.0
gemini_2_0_flash,hierarchical,3,2,q_563799,True,1.0,835.0
gemini_2_0_flash,hierarchical,3,2,q_696255,True,1.0,865.0
gemini_2_0_flash,hierarchical,3,2,q_437762,True,1.0,874.0
gemini_2_0_flash,hierarchical,3,2,q_858963,True,1.0,859.0
gemini_2_0_flash,hierarchical,3,2,q_502913,True,1.0,888.0
gemini_2_0_flash,hierarchical,3,2,q_200928,False,0.0,913.0
gemini_2_0_flash,hierarchical,3,3,q_548586,True,1.0,858.0
gemini_2_0_flash,hierarchical,3,3,q_835301,True,1.0,861.0
gemini_2_0_flash,hierarchical,3,3,q_216158,True,1.0,875.0
gemini_2_0_flash,hierarchical,3,3,q_820824,True,1.0,859.0
gemini_2_0_flash,hierarchical,3,3,q_937062,True,1.0,896.0
gemini_2_0_flash,hierarchical,3,3,q_607324,True,1.0,856.0
gemini_2_0_flash,hierarchical,3,3,q_205518,True,1.0,873.0
gemini_2_0_flash,hierarchical,3,3,q_954521,False,0.0,907.0
gemini_2_0_flash,hierarchical,3,3,q_715046,True,1.0,852.0
gemini_2_0_flash,hierarchical,3,3,q_695563,True,1.0,1017.0
gemini_2_0_flash,hierarchical,1,1,q_612845,True,1.0,379.0
gemini_2_0_flash,hierarchical,1,1,q_424489,True,1.0,387.0
gemini_2_0_flash,hierarchical,1,2,q_756368,True,1.0,347.0
gemini_2_0_flash,hierarchical,1,2,q_190768,True,1.0,384.0
gemini_2_0_flash,hierarchical,1,2,q_751175,True,1.0,419.0
gemini_2_0_flash,hierarchical,1,2,q_232668,True,1.0,408.0
gemini_2_0_flash,hierarchical,1,2,q_864609,True,1.0,404.0
gemini_2_0_flash,hierarchical,1,2,q_735939,True,1.0,410.0
gemini_2_0_flash,hierarchical,1,2,q_561902,False,0.0,458.0
gemini_2_0_flash,hierarchical,1,2,q_693014,False,0.0,439.0
gemini_2_0_flash,hierarchical,1,3,q_472113,True,1.0,330.0
gemini_2_0_flash,hierarchical,1,3,q_673386,True,1.0,334.0
gemini_2_0_flash,hierarchical,1,3,q_511813,True,1.0,359.0
gemini_2_0_flash,hierarchical,1,3,q_575625,True,1.0,360.0
gemini_2_0_flash,hierarchical,1,3,q_448805,True,1.0,382.0
gemini_2_0_flash,hierarchical,1,3,q_308078,True,1.0,451.0
gemini_2_0_flash,hierarchical,4,1,q_587640,True,1.0,1553.0
gemini_2_0_flash,hierarchical,4,1,q_910720,True,1.0,1593.0
gemini_2_0_flash,hierarchical,4,1,q_269301,True,1.0,1575.0
gemini_2_0_flash,hierarchical,4,1,q_143627,True,1.0,1634.0
gemini_2_0_flash,hierarchical,4,1,q_114328,True,1.0,1608.0
gemini_2_0_flash,hierarchical,4,1,q_789186,True,1.0,1582.0
gemini_2_0_flash,hierarchical,4,1,q_941734,True,1.0,1637.0
gemini_2_0_flash,hierarchical,4,1,q_370991,False,0.0,1607.0
gemini_2_0_flash,hierarchical,4,1,q_472333,True,1.0,1711.0
gemini_2_0_flash,hierarchical,4,1,q_629457,True,1.0,1625.0
gemini_2_0_flash,hierarchical,4,2,q_868670,True,1.0,1674.0
gemini_2_0_flash,hierarchical,4,2,q_738154,True,1.0,1663.0
gemini_2_0_flash,hierarchical,4,2,q_788226,True,1.0,1711.0
gemini_2_0_flash,hierarchical,4,2,q_157858,True,1.0,1714.0
gemini_2_0_flash,hierarchical,4,2,q_983532,True,1.0,1689.0
gemini_2_0_flash,hierarchical,4,2,q_289826,True,1.0,1710.0
gemini_2_0_flash,hierarchical,4,2,q_166068,True,1.0,1677.0
gemini_2_0_flash,hierarchical,4,2,q_493004,False,0.0,1681.0
gemini_2_0_flash,hierarchical,4,2,q_177961,True,1.0,1751.0
gemini_2_0_flash,hierarchical,4,2,q_811784,True,1.0,1754.0
gemini_2_0_flash,hierarchical,4,3,q_589161,True,1.0,1610.0
gemini_2_0_flash,hierarchical,4,3,q_144790,True,1.0,1622.0
gemini_2_0_flash,hierarchical,4,3,q_895813,True,1.0,1660.0
gemini_2_0_flash,hierarchical,4,3,q_112425,True,1.0,1653.0
gemini_2_0_flash,hierarchical,4,3,q_573717,True,1.0,1622.0
gemini_2_0_flash,hierarchical,4,3,q_962387,True,1.0,1650.0
gemini_2_0_flash,hierarchical,4,3,q_497258,True,1.0,1748.0
gemini_2_0_flash,hierarchical,4,3,q_762982,False,0.0,1689.0
gemini_2_0_flash,hierarchical,4,3,q_898760,True,1.0,1714.0
gemini_2_0_flash,hierarchical,4,3,q_676972,True,1.0,1858.0
gemini_2_0_flash,temporal,2,1,q_605459,False,0.0,620.0
gemini_2_0_flash,temporal,2,1,q_110981,True,1.0,730.0
gemini_2_0_flash,temporal,2,1,q_723108,True,1.0,712.0
gemini_2_0_flash,temporal,2,1,q_455497,True,1.0,752.0
gemini_2_0_flash,temporal,2,1,q_272731,True,1.0,820.0
gemini_2_0_flash,temporal,2,1,q_802957,True,1.0,934.0
gemini_2_0_flash,temporal,2,1,q_341223,True,1.0,755.0
gemini_2_0_flash,temporal,2,1,q_673027,True,1.0,888.0
gemini_2_0_flash,temporal,2,1,q_248549,False,0.0,768.0
gemini_2_0_flash,temporal,2,1,q_864552,False,0.0,982.0
gemini_2_0_flash,temporal,2,2,q_236344,True,1.0,592.0
gemini_2_0_flash,temporal,2,2,q_208237,True,1.0,630.0
gemini_2_0_flash,temporal,2,2,q_818838,True,1.0,694.0
gemini_2_0_flash,temporal,2,2,q_191706,True,1.0,745.0
gemini_2_0_flash,temporal,2,2,q_357629,True,1.0,888.0
gemini_2_0_flash,temporal,2,2,q_792135,True,1.0,649.0
gemini_2_0_flash,temporal,2,2,q_244619,True,1.0,748.0
gemini_2_0_flash,temporal,2,2,q_367863,False,0.0,707.0
gemini_2_0_flash,temporal,2,2,q_152795,False,0.0,765.0
gemini_2_0_flash,temporal,2,2,q_808189,True,1.0,1045.0
gemini_2_0_flash,temporal,2,3,q_358254,True,1.0,810.0
gemini_2_0_flash,temporal,2,3,q_118947,True,1.0,1093.0
gemini_2_0_flash,temporal,2,3,q_169346,True,1.0,1161.0
gemini_2_0_flash,temporal,2,3,q_575668,False,0.0,1201.0
gemini_2_0_flash,temporal,2,3,q_589852,True,1.0,1433.0
gemini_2_0_flash,temporal,2,3,q_675453,True,1.0,885.0
gemini_2_0_flash,temporal,2,3,q_281602,True,1.0,1212.0
gemini_2_0_flash,temporal,2,3,q_363444,True,1.0,1413.0
gemini_2_0_flash,temporal,2,3,q_557594,True,1.0,1504.0
gemini_2_0_flash,temporal,2,3,q_694498,True,1.0,9134.0
gemini_2_0_flash,temporal,3,1,q_675648,True,1.0,788.0
gemini_2_0_flash,temporal,3,1,q_223156,True,1.0,801.0
gemini_2_0_flash,temporal,3,1,q_856132,True,1.0,798.0
gemini_2_0_flash,temporal,3,1,q_908915,True,1.0,1125.0
gemini_2_0_flash,temporal,3,1,q_462307,True,1.0,1368.0
gemini_2_0_flash,temporal,3,1,q_155484,True,1.0,1512.0
gemini_2_0_flash,temporal,3,1,q_640403,True,1.0,1159.0
gemini_2_0_flash,temporal,3,1,q_398072,True,1.0,1492.0
gemini_2_0_flash,temporal,3,1,q_175464,True,1.0,1398.0
gemini_2_0_flash,temporal,3,1,q_297677,True,1.0,8904.0
gemini_2_0_flash,temporal,3,2,q_754803,True,1.0,706.0
gemini_2_0_flash,temporal,3,2,q_975143,True,1.0,719.0
gemini_2_0_flash,temporal,3,2,q_584318,True,1.0,726.0
gemini_2_0_flash,temporal,3,2,q_791806,True,1.0,1030.0
gemini_2_0_flash,temporal,3,2,q_246608,True,1.0,1063.0
gemini_2_0_flash,temporal,3,2,q_659379,True,1.0,1214.0
gemini_2_0_flash,temporal,3,2,q_637571,True,1.0,1334.0
gemini_2_0_flash,temporal,3,2,q_880410,True,1.0,862.0
gemini_2_0_flash,temporal,3,2,q_688099,False,0.0,1034.0
gemini_2_0_flash,temporal,3,2,q_951002,True,1.0,1473.0
gemini_2_0_flash,temporal,3,3,q_491097,True,1.0,765.0
gemini_2_0_flash,temporal,3,3,q_499898,True,1.0,776.0
gemini_2_0_flash,temporal,3,3,q_480869,True,1.0,765.0
gemini_2_0_flash,temporal,3,3,q_204372,True,1.0,875.0
gemini_2_0_flash,temporal,3,3,q_303086,True,1.0,850.0
gemini_2_0_flash,temporal,3,3,q_894845,True,1.0,1152.0
gemini_2_0_flash,temporal,3,3,q_961435,True,1.0,1030.0
gemini_2_0_flash,temporal,3,3,q_810293,False,0.0,1170.0
gemini_2_0_flash,temporal,3,3,q_199612,True,1.0,1746.0
gemini_2_0_flash,temporal,3,3,q_740968,True,1.0,9148.0
gemini_2_0_flash,temporal,1,1,q_345632,True,1.0,762.0
gemini_2_0_flash,temporal,1,1,q_603960,False,0.0,878.0
gemini_2_0_flash,temporal,1,1,q_188062,False,0.0,1000.0
gemini_2_0_flash,temporal,1,1,q_736762,True,1.0,866.0
gemini_2_0_flash,temporal,1,1,q_677642,False,0.0,817.0
gemini_2_0_flash,temporal,1,1,q_277684,False,0.0,873.0
gemini_2_0_flash,temporal,1,1,q_958081,True,1.0,1080.0
gemini_2_0_flash,temporal,1,1,q_256351,False,0.0,1108.0
gemini_2_0_flash,temporal,1,1,q_649587,False,0.0,1429.0
gemini_2_0_flash,temporal,1,2,q_646878,True,1.0,843.0
gemini_2_0_flash,temporal,1,2,q_315828,True,1.0,872.0
gemini_2_0_flash,temporal,1,2,q_338252,True,1.0,1066.0
gemini_2_0_flash,temporal,1,2,q_386081,True,1.0,1021.0
gemini_2_0_flash,temporal,1,2,q_612510,True,1.0,1066.0
gemini_2_0_flash,temporal,1,2,q_261791,True,1.0,982.0
gemini_2_0_flash,temporal,1,2,q_224139,True,1.0,980.0
gemini_2_0_flash,temporal,1,2,q_395337,True,1.0,1044.0
gemini_2_0_flash,temporal,1,2,q_812976,False,0.0,1341.0
gemini_2_0_flash,temporal,1,2,q_431821,True,1.0,1059.0
gemini_2_0_flash,temporal,1,3,q_382437,True,1.0,646.0
gemini_2_0_flash,temporal,1,3,q_367289,True,1.0,758.0
gemini_2_0_flash,temporal,1,3,q_787594,True,1.0,764.0
gemini_2_0_flash,temporal,1,3,q_534995,True,1.0,976.0
gemini_2_0_flash,temporal,1,3,q_609142,True,1.0,841.0
gemini_2_0_flash,temporal,1,3,q_863402,True,1.0,963.0
gemini_2_0_flash,temporal,1,3,q_482716,True,1.0,1094.0
gemini_2_0_flash,temporal,1,3,q_594214,True,1.0,1181.0
gemini_2_0_flash,temporal,1,3,q_879712,True,1.0,754.0
gemini_2_0_flash,temporal,4,1,q_461090,True,1.0,848.0
gemini_2_0_flash,temporal,4,1,q_306979,True,1.0,847.0
gemini_2_0_flash,temporal,4,1,q_732992,True,1.0,881.0
gemini_2_0_flash,temporal,4,1,q_864187,True,1.0,851.0
gemini_2_0_flash,temporal,4,1,q_370551,True,1.0,1094.0
gemini_2_0_flash,temporal,4,1,q_863112,True,1.0,1134.0
gemini_2_0_flash,temporal,4,1,q_727668,True,1.0,1268.0
gemini_2_0_flash,temporal,4,1,q_715385,False,0.0,1340.0
gemini_2_0_flash,temporal,4,1,q_479999,True,1.0,1468.0
gemini_2_0_flash,temporal,4,1,q_981788,True,1.0,1720.0
gemini_2_0_flash,temporal,4,2,q_469384,True,1.0,668.0
gemini_2_0_flash,temporal,4,2,q_223469,True,1.0,659.0
gemini_2_0_flash,temporal,4,2,q_660466,True,1.0,846.0
gemini_2_0_flash,temporal,4,2,q_889583,True,1.0,1051.0
gemini_2_0_flash,temporal,4,2,q_178323,True,1.0,1202.0
gemini_2_0_flash,temporal,4,2,q_910471,True,1.0,1093.0
gemini_2_0_flash,temporal,4,2,q_413629,True,1.0,1133.0
gemini_2_0_flash,temporal,4,2,q_452271,True,1.0,1278.0
gemini_2_0_flash,temporal,4,2,q_159790,True,1.0,1246.0
gemini_2_0_flash,temporal,4,2,q_652945,True,1.0,1229.0
gemini_2_0_flash,temporal,4,3,q_763519,True,1.0,705.0
gemini_2_0_flash,temporal,4,3,q_303853,True,1.0,684.0
gemini_2_0_flash,temporal,4,3,q_720968,True,1.0,992.0
gemini_2_0_flash,temporal,4,3,q_302794,True,1.0,1094.0
gemini_2_0_flash,temporal,4,3,q_136085,False,0.0,802.0
gemini_2_0_flash,temporal,4,3,q_297453,True,1.0,1125.0
gemini_2_0_flash,temporal,4,3,q_382114,True,1.0,1249.0
gemini_2_0_flash,temporal,4,3,q_555992,True,1.0,1108.0
gemini_2_0_flash,temporal,4,3,q_975021,False,0.0,826.0
gemini_2_0_flash,temporal,4,3,q_364638,True,1.0,1468.0
gemini_2_0_flash,weighted,2,1,q_525126,True,1.0,1252.0
gemini_2_0_flash,weighted,2,1,q_213872,True,1.0,1288.0
gemini_2_0_flash,weighted,2,1,q_872439,True,1.0,1285.0
gemini_2_0_flash,weighted,2,1,q_922981,False,0.0,1317.0
gemini_2_0_flash,weighted,2,1,q_298733,True,1.0,1405.0
gemini_2_0_flash,weighted,2,1,q_356749,False,0.0,1632.0
gemini_2_0_flash,weighted,2,1,q_863464,True,1.0,1563.0
gemini_2_0_flash,weighted,2,1,q_634355,True,1.0,2412.0
gemini_2_0_flash,weighted,2,1,q_753276,True,1.0,2160.0
gemini_2_0_flash,weighted,2,1,q_861611,False,0.0,2497.0
gemini_2_0_flash,weighted,2,2,q_545467,True,1.0,1459.0
gemini_2_0_flash,weighted,2,2,q_314972,True,1.0,1452.0
gemini_2_0_flash,weighted,2,2,q_454334,True,1.0,1459.0
gemini_2_0_flash,weighted,2,2,q_935784,False,0.0,1539.0
gemini_2_0_flash,weighted,2,2,q_267504,False,0.0,1833.0
gemini_2_0_flash,weighted,2,2,q_991319,True,1.0,1934.0
gemini_2_0_flash,weighted,2,2,q_481529,True,1.0,2548.0
gemini_2_0_flash,weighted,2,2,q_204158,False,0.0,2486.0
gemini_2_0_flash,weighted,2,2,q_944239,True,1.0,2993.0
gemini_2_0_flash,weighted,2,2,q_972070,False,1.0,9576.0
gemini_2_0_flash,weighted,2,3,q_482251,True,1.0,1149.0
gemini_2_0_flash,weighted,2,3,q_713462,False,0.0,1514.0
gemini_2_0_flash,weighted,2,3,q_639526,False,0.0,1763.0
gemini_2_0_flash,weighted,2,3,q_389834,True,1.0,1753.0
gemini_2_0_flash,weighted,2,3,q_566988,False,0.0,1753.0
gemini_2_0_flash,weighted,2,3,q_122575,False,1.0,1668.0
gemini_2_0_flash,weighted,2,3,q_152619,False,0.0,1882.0
gemini_2_0_flash,weighted,2,3,q_370470,False,0.0,1822.0
gemini_2_0_flash,weighted,2,3,q_599298,True,1.0,2018.0
gemini_2_0_flash,weighted,2,3,q_661709,False,0.0,9253.0
gemini_2_0_flash,weighted,3,1,q_865549,True,1.0,3253.0
gemini_2_0_flash,weighted,3,1,q_997774,True,1.0,3245.0
gemini_2_0_flash,weighted,3,1,q_278076,True,1.0,3249.0
gemini_2_0_flash,weighted,3,1,q_573613,True,1.0,3708.0
gemini_2_0_flash,weighted,3,1,q_305456,False,0.25,3446.0
gemini_2_0_flash,weighted,3,1,q_858350,False,0.0,3350.0
gemini_2_0_flash,weighted,3,1,q_361679,False,0.0,3823.0
gemini_2_0_flash,weighted,3,1,q_529992,False,0.0,4092.0
gemini_2_0_flash,weighted,3,1,q_508273,False,0.0,6724.0
gemini_2_0_flash,weighted,3,1,q_109581,False,0.0,6372.0
gemini_2_0_flash,weighted,3,2,q_163034,True,1.0,2782.0
gemini_2_0_flash,weighted,3,2,q_615025,True,1.0,2814.0
gemini_2_0_flash,weighted,3,2,q_436836,True,1.0,2792.0
gemini_2_0_flash,weighted,3,2,q_921827,True,1.0,2803.0
gemini_2_0_flash,weighted,3,2,q_330900,False,0.0,3136.0
gemini_2_0_flash,weighted,3,2,q_723334,False,0.0,3697.0
gemini_2_0_flash,weighted,3,2,q_843520,False,0.0,4291.0
gemini_2_0_flash,weighted,3,2,q_749733,False,0.0,5222.0
gemini_2_0_flash,weighted,3,2,q_688191,True,1.0,5048.0
gemini_2_0_flash,weighted,3,2,q_994296,False,0.75,10926.0
gemini_2_0_flash,weighted,3,3,q_730666,True,1.0,3542.0
gemini_2_0_flash,weighted,3,3,q_402899,False,0.0,3784.0
gemini_2_0_flash,weighted,3,3,q_719781,True,1.0,3896.0
gemini_2_0_flash,weighted,3,3,q_220189,True,1.0,4150.0
gemini_2_0_flash,weighted,3,3,q_787516,False,0.0,4724.0
gemini_2_0_flash,weighted,3,3,q_105589,True,1.0,4711.0
gemini_2_0_flash,weighted,3,3,q_832605,False,0.0,5436.0
gemini_2_0_flash,weighted,3,3,q_219727,True,1.0,7502.0
gemini_2_0_flash,weighted,3,3,q_374718,False,0.0,11658.0
